current_url,live_status_2026_08_30,gsc_external_links_observed,migration_disposition,notes
"https://buildwisemedia.com/","200","26","PRESERVE_EXACT","GSC top target; MapQuest and Nextdoor both point here"
"https://buildwisemedia.com/about/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/audit/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/connect/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/contact/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/fortress/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/go/digital-employees/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/go/fortress/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/go/hvac-marketing/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/go/receipts/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/go/wave/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/how-it-works/","200","1","PRESERVE_OR_DIRECT_301","GSC top target"
"https://buildwisemedia.com/industries/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/industries/electrical/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/industries/foundation/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/industries/garage-door/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/industries/hvac/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/industries/pest/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/industries/plumbing/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/industries/restoration/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/industries/roofing/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/legal/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/agency-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/ai-answering-service-service-business/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/ai-for-business-operations/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/ai-marketing-agency-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/ai-marketing-department-small-business/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/ai-marketing-department/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/ai-website-for-business/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/atlanta-home-services-marketing/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/build-your-own-ai/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/buy-plumbing-leads-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/capability-inheritance/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/capability-overhang/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/captured-baseline/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/category-of-one-marketing/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/content-marketing-agency-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/contractor-lead-generation-company-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/custom-ai-solutions/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/digital-employees-vs-hiring/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/digital-employees/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/digital-marketing-agency-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/diy-marketing-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/electrician-lead-generation/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/emergency-plumbing-leads/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/fractional-cmo-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/get-found-on-google-service-business/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/how-to-get-plumbing-leads/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/hvac-lead-generation/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/hvac-marketing-atlanta/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/hyper-personalized-seo/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/in-house-marketing-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/lead-generation-company-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/local-seo-for-service-businesses/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/marketing-agency-cost/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/marketing-agency-near-me-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/marketing-for-service-businesses/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/pest-control-lead-generation/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/plumbing-lead-generation-services/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/plumbing-lead-generation/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/plumbing-leads-cost/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/plumbing-marketing-atlanta/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/poor-four/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/ppc-agency-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/restoration-lead-generation/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/revenue-operating-system/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/roofing-lead-generation/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/seo-agency-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/show-up-in-ai-recommendations/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/social-media-agency-alternative/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/playbook/what-is-a-digital-employee/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/pricing/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/privacy/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/problem/invisible-market/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/problem/leaky-revenue/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/problem/owner-bottleneck/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/problem/reactive-growth/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/results/","200","1","PRESERVE_OR_DIRECT_301","GSC top target"
"https://buildwisemedia.com/revenue-leak-map/","200","1","PRESERVE_OR_DIRECT_301","GSC reports the no-trailing-slash variant; current self-canonical is trailing slash"
"https://buildwisemedia.com/services/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/services/ascend-pilot/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/services/ascend/","200","1","PRESERVE_OR_DIRECT_301","GSC top target"
"https://buildwisemedia.com/sms-consent/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/system/","200","","PENDING_MAPPING",""
"https://buildwisemedia.com/terms/","200","","PENDING_MAPPING",""
